"Istituto Principale";Scuola;"Tipo Istituto";"Tipo Gestione";Dirigente;Direttore;"Coordinatore Pedagogico";Indirizzo;Comune;Telefono;Fax;"Email istituto";"Email dirigenza";"Email segreteria";"Sito web";"Codice MIUR"
"ISTITUTO COMPRENSIVO ROVERETO EST";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MICHELE ROSA";;;"Corso Rosmini, 86 38068";ROVERETO;0464/433709;0464/450456;ic.roveretoest@pec.provincia.tn.it;dir.ic.roveretoest@scuole.provincia.tn.it;segr.ic.roveretoest@scuole.provincia.tn.it;https://www.roveretoest.it;TNIC853007
"ISTITUTO COMPRENSIVO TRENTO 3";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"LINA BROCH";;;"Via Vittorio Veneto, 61 38122";TRENTO;0461/1825610;;ic.trento3@pec.provincia.tn.it;dir.ic.tn3@scuole.provincia.tn.it;segr.ic.tn3@scuole.provincia.tn.it;http://www.ictrento3.it;TNIC85600P
"ISTITUTO COMPRENSIVO TRENTO 4";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"ELENA  VALDUGA";;;"Viale Degli Olmi, 22 38123";TRENTO;0461/920316;0461/922030;ic.trento4@pec.provincia.tn.it;dir.ictn4@scuole.provincia.tn.it;segr.ictn4@scuole.provincia.tn.it;https://www.ictrento4.it;TNIC85700E
"ISTITUTO COMPRENSIVO TAIO";"SCUOLA PRIMARIA TAIO";;"A carattere statale/provinciale";"MAURA ZINI";;;"Via Heroldsberg - Taio, 5 38012";PREDAIA;0463/468193;0463/467616;ic.taio@pec.provincia.tn.it;dir.ictaio@scuole.provincia.tn.it;segr.ictaio@scuole.provincia.tn.it;https://www.ictaio.it;TNEE826033
"ISTITUTO COMPRENSIVO VAL RENDENA";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"GIUSEPPE PRIGIOTTI";;;"Viale Della Pace, 10 38086";PINZOLO;0465/501139;0465/512119;ic.valrendena@pec.provincia.tn.it;dir.ic.valrendena@scuole.provincia.tn.it;segr.ic.valrendena@scuole.provincia.tn.it;https://www.icvalrendena.edu.it;TNIC83400T
"ISTITUTO COMPRENSIVO ISERA - ROVERETO";"SCUOLA PRIMARIA ""R. LEVI MONTALCINI"" ISERA";;"A carattere statale/provinciale";"FRANCESCA BORROI";;;"Viale Provinciale,   38060";ISERA;0464/431515;0464/489616;ic.isera-rovereto@pec.provincia.tn.it;dir.ic.isera_rovereto@scuole.provincia.tn.it;segr.ic.isera_rovereto@scuole.provincia.tn.it;https://www.isera-rovereto.it;TNEE84501A
"ISTITUTO COMPRENSIVO CIVEZZANO";"SCUOLA PRIMARIA ""G. B. BORSIERI"" CIVEZZANO";;"A carattere statale/provinciale";"VENERA MUNAFO'";;;"Via Telvana, 6 38045";CIVEZZANO;0461/858485;0461/858901;ic.civezzano@pec.provincia.tn.it;dir.i.c.civezzano@scuole.provincia.tn.it;segr.i.c.civezzano@scuole.provincia.tn.it;https://www.iccivezzano.eu;TNEE817016
"ISTITUTO COMPRENSIVO CEMBRA";"SCUOLA PRIMARIA STEDRO SEGONZANO";;"A carattere statale/provinciale";"STEFANO CHESINI";;;"Frazione Stedro, 68 38047";SEGONZANO;0461/683006;0461/682166;ic.cembra@pec.provincia.tn.it;dir.cembra@scuole.provincia.tn.it;segr.cembra@scuole.provincia.tn.it;https://www.iccembra.it;TNEE82207X
"ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA";"SCUOLA PRIMARIA ""L. Nicolussi"" MOLVENO";;"A carattere statale/provinciale";"CINZIA CASNA";;;"Piazza Scuole, 2 38018";MOLVENO;0461/601125;0461/601125;ic.mezzolombardo@pec.provincia.tn.it;dir.ic.mezzolombardo@scuole.provincia.tn.it;segr.ic.mezzolombardo@scuole.provincia.tn.it;https://icmezzolombardopaganella.edu.it;TNEE82407G
"ISTITUTO COMPRENSIVO FONDO - REVO'";"SCUOLA PRIMARIA CAVARENO";;"A carattere statale/provinciale";"MIRIAM PREDELLI";;;"Piazzale Savera, 1 38011";CAVARENO;0463/831134;0463/831746;ic.fondo@pec.provincia.tn.it;dir.ic.fondo@scuole.provincia.tn.it;segr.ic.fondo@scuole.provincia.tn.it;https://www.icfondorevo.it;TNEE82802N
"ISTITUTO COMPRENSIVO BASSA ANAUNIA - TUENNO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"LICIA CAMPI";;;"Via Colle Verde, 3 38010";DENNO;0461/655783;0461/655783;ic.bassaanaunia@pec.provincia.tn.it;dir.ic.bassaanauniatuenno@scuole.provincia.tn.it;segr.ic.denno@scuole.provincia.tn.it;https://www.icbassaanauniatuenno.it;TNIC82900A
"ISTITUTO COMPRENSIVO ALDENO MATTARELLO";"SCUOLA PRIMARIA ALDENO";;"A carattere statale/provinciale";"MICHELE RUELE";;;"Via XXV Aprile, 1/A 38060";ALDENO;0461/842264;0464/946007;ic.aldeno-mattarello@pec.provincia.tn.it;dir.aldeno.mattarello@scuole.provincia.tn.it;segr.aldeno.mattarello@scuole.provincia.tn.it;https://www.icaldenomattarello.it;TNEE82102V
"ISTITUTO COMPRENSIVO ISERA - ROVERETO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"FRANCESCA BORROI";;;"Viale Della Vittoria, 43 38068";ROVERETO;0464/431515;0464/489616;ic.isera-rovereto@pec.provincia.tn.it;dir.ic.isera_rovereto@scuole.provincia.tn.it;segr.ic.isera_rovereto@scuole.provincia.tn.it;https://www.isera-rovereto.it;TNIC845008
