main institute;school;school type;administration type;manager;director;educational coordinator;address;municipality;telephone;fax;institute email;management email;secretary's office email;website;miur code;vivoscuola institute link;entity
circolo di coordinamento n. 11;scuola dell'infanzia di castelfondo;;a carattere statale/provinciale;;;simonetta errigo;via madonna pellegrina, 5 38020;borgo d'anaunia;0463/889189;0461/491940;scuolainfanzia.castelfondo@scuole.provincia.tn.it;;circolo.coordinamento11@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29311;school
circolo di coordinamento n. 11;"scuola dell'infanzia di cavareno ""peter pan""";;a carattere statale/provinciale;;;simonetta errigo;via castelli, 1 38011;cavareno;0463/832426;0461/491940;scuolainfanzia.cavareno@scuole.provincia.tn.it;;circolo.coordinamento11@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29311;school
circolo di coordinamento n. 11;scuola dell'infanzia di cogolo;;a carattere statale/provinciale;;;simonetta errigo;via roma, 83 38024;peio;0463/754108;0461/491940;scuolainfanzia.cogolo@scuole.provincia.tn.it;;circolo.coordinamento11@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29311;school
circolo di coordinamento n. 11;"scuola dell'infanzia di livo ""battito d'ali""";;a carattere statale/provinciale;;;simonetta errigo;via marconi, 17 38020;livo;0463/533522;0461/491940;scuolainfanzia.livo@scuole.provincia.tn.it;;circolo.coordinamento11@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29311;school
circolo di coordinamento n. 11;"scuola dell'infanzia di mezzana ""a. ravelli""";;a carattere statale/provinciale;;;simonetta errigo;via manzoni, 22 38020;mezzana;0463/756018;0461/491940;scuolainfanzia.mezzana@scuole.provincia.tn.it;;circolo.coordinamento11@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29311;school
circolo di coordinamento n. 11;scuola dell'infanzia di mione rumo;;a carattere statale/provinciale;;;simonetta errigo;frazione mione, 54 38020;rumo;0463/530420;0461/491940;scuolainfanzia.rumo@scuole.provincia.tn.it;;circolo.coordinamento11@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29311;school
circolo di coordinamento n. 11;scuola dell'infanzia di monclassico;;a carattere statale/provinciale;;;simonetta errigo;via berera - monclassico, 6 38025;dimaro folgarida;0463/974606;0461/491940;scuolainfanzia.monclassico@scuole.provincia.tn.it;;circolo.coordinamento11@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29311;school
circolo di coordinamento n. 11;"scuola dell'infanzia di pellizzano ""antonio bontempelli""";;a carattere statale/provinciale;;;simonetta errigo;via dei baschenis, 3 38020;pellizzano;0463 751953;0461/491940;scuolainfanzia.pellizzano@scuole.provincia.tn.it;;circolo.coordinamento11@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29311;school
circolo di coordinamento n. 11;scuola dell'infanzia di rabbi;;a carattere statale/provinciale;;;simonetta errigo;frazione pracorno, 98/b 38020;rabbi;0463/902652;0461/491940;scuolainfanzia.rabbi@scuole.provincia.tn.it;;circolo.coordinamento11@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29311;school
circolo di coordinamento n. 11;"scuola dell'infanzia di romeno  ""città della gioia""";;a carattere statale/provinciale;;;simonetta errigo;via monsignor rosati, 6 38010;romeno;0463/875195;0461/491940;scuolainfanzia.romeno@scuole.provincia.tn.it;;circolo.coordinamento11@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29311;school
circolo di coordinamento n. 11;scuola dell'infanzia di ruffrè;;a carattere statale/provinciale;;;simonetta errigo;maso lana, 3 38010;ruffre' - mendola;0463/870011;0461/491940;scuolainfanzia.ruffre@scuole.provincia.tn.it;;circolo.coordinamento11@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29311;school
circolo di coordinamento n. 11;"scuola dell'infanzia di sarnonico ""giardino dei sogni""";;a carattere statale/provinciale;;;simonetta errigo;viale s lorenzo, 6 38011;sarnonico;0463/831603;0461/491940;scuolainfanzia.sarnonico@scuole.provincia.tn.it;;circolo.coordinamento11@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29311;school
circolo di coordinamento n. 11;"scuola dell'infanzia di terzolas ""caterina graifenberg""";;a carattere statale/provinciale;;;simonetta errigo;via kessler, 23 38027;terzolas;0463/901977;0461/491940;scuolainfanzia.terzolas@scuole.provincia.tn.it;;circolo.coordinamento11@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29311;school
circolo di coordinamento n. 2;;circolo di coordinamento pedagogico;a carattere statale/provinciale;;;helene giacomelli;via temanza, 4 38051;borgo valsugana;0461 491980;0461 491976;circolo.coordinamento02@provincia.tn.it;;circolo.coordinamento02@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29326;institute
circolo di coordinamento n. 2;scuola dell'infanzia di bieno;;a carattere statale/provinciale;;;helene giacomelli;via ammiraglio bettolo, 21 38050;bieno;0461/596247;0461 491976;scuolainfanzia.bieno@scuole.provincia.tn.it;;circolo.coordinamento02@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29326;school
circolo di coordinamento n. 2;scuola dell'infanzia di bosentino;;a carattere statale/provinciale;;;helene giacomelli;via alle scuole - bosentino, 12 38049;altopiano della vigolana;0461/845133;0461 491976;scuolainfanzia.bosentino@scuole.provincia.tn.it;;circolo.coordinamento02@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29326;school
circolo di coordinamento n. 2;"scuola dell'infanzia di caldonazzo ""maria bambina""";;a carattere statale/provinciale;;;helene giacomelli;via asilo, 1 38052;caldonazzo; 0461 724658;0461 491976;scuolainfanzia.caldonazzo@scuole.provincia.tn.it;;circolo.coordinamento02@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29326;school
circolo di coordinamento n. 2;"scuola dell'infanzia di canal san bovo ""lausen""";;a carattere statale/provinciale;;;helene giacomelli;localita lausen, 13 38050;canal san bovo;0439/718979;0461 491976;scuolainfanzia.canalsanbovo@scuole.provincia.tn.it;;circolo.coordinamento02@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29326;school
circolo di coordinamento n. 2;scuola dell'infanzia di castello tesino;;a carattere statale/provinciale;;;helene giacomelli;via venezia, 16/a 38053;castello tesino;0461/593023;0461 491976;scuolainfanzia.castellotesino@scuole.provincia.tn.it;;circolo.coordinamento02@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29326;school
circolo di coordinamento n. 2;scuola dell'infanzia di centa san nicolò;;a carattere statale/provinciale;;;helene giacomelli;via dei campi - centa san nicolo, 14 38049;altopiano della vigolana;0461/722120;0461 491976;scuolainfanzia.centa@scuole.provincia.tn.it;;circolo.coordinamento02@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29326;school
circolo di coordinamento n. 2;scuola dell'infanzia di imer;;a carattere statale/provinciale;;;helene giacomelli;via nazionale, 71 38050;imer;0439/67668;0461 491976;scuolainfanzia.imer@scuole.provincia.tn.it;;circolo.coordinamento02@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29326;school
circolo di coordinamento n. 2;"scuola dell'infanzia di levico terme ""taita marcos""";;a carattere statale/provinciale;;;helene giacomelli;via monsignor caproni, 1 38056;levico terme;0461/710298;0461 491976;scuolainfanzia.levico@scuole.provincia.tn.it;;circolo.coordinamento02@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29326;school
circolo di coordinamento n. 2;"scuola dell'infanzia di novaledo ""don evaristo forrer""";;a carattere statale/provinciale;;;helene giacomelli;via valle, 4 38050;novaledo;0461/721100;0461 491976;scuolainfanzia.novaledo@scuole.provincia.tn.it;;circolo.coordinamento02@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29326;school
circolo di coordinamento n. 2;"scuola dell'infanzia di tenna ""il sentiero""";;a carattere statale/provinciale;;;helene giacomelli;via venezia, 1 38050;tenna;0461/707635;0461 491976;scuolainfanzia.tenna@scuole.provincia.tn.it;;circolo.coordinamento02@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29326;school
circolo di coordinamento n. 2;scuola dell'infanzia di vattaro;;a carattere statale/provinciale;;;helene giacomelli;via giardino - vattaro, 7 38049;altopiano della vigolana;0461/848066;0461 491976;scuolainfanzia.vattaro@scuole.provincia.tn.it;;circolo.coordinamento02@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29326;school
circolo di coordinamento n. 2;"scuola dell'infanzia di vigolo vattaro ""giardino dell'amicizia""";;a carattere statale/provinciale;;;helene giacomelli;via al castello - vigolo vattaro, 10 38049;altopiano della vigolana;0461/848577;0461 491976;scuolainfanzia.vigolovattaro@scuole.provincia.tn.it;;circolo.coordinamento02@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29326;school
circolo di coordinamento n. 2;"scuola dell'infanzia di villa agnedo ""natale alpino""";;a carattere statale/provinciale;;;helene giacomelli;via dei molini - agnedo, 36 38059;castel ivano;0461/762822;0461 491976;scuolainfanzia.villagnedo@scuole.provincia.tn.it;;circolo.coordinamento02@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29326;school
circolo di coordinamento n. 3;;circolo di coordinamento pedagogico;a carattere statale/provinciale;;;chiara nadalon;via gilli, 3 38121;trento;0461/496000;0461/497257;circolo.coordinamento03@provincia.tn.it;;circolo.coordinamento03@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29339;institute
circolo di coordinamento n. 3;"scuola dell'infanzia di trento  ""crosina sartori""";;a carattere statale/provinciale;;;chiara nadalon;via gocciadoro, 84 38122;trento;0461/925679;0461/497257;scuolainfanzia.crosina@scuole.provincia.tn.it;;circolo.coordinamento03@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29339;school
circolo di coordinamento n. 3;"scuola dell'infanzia di trento  ""gianni rodari""";;a carattere statale/provinciale;;;chiara nadalon;via giovanelli, 6 38122;trento;0461/986198;0461/497257;scuolainfanzia.rodari@scuole.provincia.tn.it;;circolo.coordinamento03@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29339;school
circolo di coordinamento n. 3;"scuola dell'infanzia di trento  povo ""m.c. conotter""";;a carattere statale/provinciale;;;chiara nadalon;via della resistenza, 48 38123;trento;0461/810574;0461/497257;scuolainfanzia.povo@scuole.provincia.tn.it;;circolo.coordinamento03@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29339;school
circolo di coordinamento n. 3;"scuola dell'infanzia di trento clarina   ""piccolo mondo""";;a carattere statale/provinciale;;;chiara nadalon;via gramsci, 11 38123;trento;0461/925726;0461/497257;scuolainfanzia.piccolomondo@scuole.provincia.tn.it;;circolo.coordinamento03@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29339;school
circolo di coordinamento n. 3;"scuola dell'infanzia di trento cristo re ""piccolo principe""";;a carattere statale/provinciale;;;chiara nadalon;via senesi, 3 38121;trento;0461/824334;0461/497257;scuolainfanzia.cristore@scuole.provincia.tn.it;;circolo.coordinamento03@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29339;school
circolo di coordinamento n. 3;"scuola dell'infanzia di trento madonna bianca ""l'albero del sole""";;a carattere statale/provinciale;;;chiara nadalon;via bettini, 3 38123;trento;0461/922124;0461/497257;scuolainfanzia.madonnabianca@scuole.provincia.tn.it;;circolo.coordinamento03@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29339;school
circolo di coordinamento n. 3;scuola dell'infanzia di trento s.martino;;a carattere statale/provinciale;;;chiara nadalon;via della predara, 16 38121;trento;0461/237516;0461/497257;scuolainfanzia.sanmartino@scuole.provincia.tn.it;;circolo.coordinamento03@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29339;school
circolo di coordinamento n. 3;"scuola dell'infanzia di trento villazzano 3 ""l'officina degli gnomi""";;a carattere statale/provinciale;;;chiara nadalon;via conci, 10 38123;trento;0461/920367;0461/497257;scuolainfanzia.villazzano@scuole.provincia.tn.it;;circolo.coordinamento03@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29339;school
circolo di coordinamento n. 4;;circolo di coordinamento pedagogico;a carattere statale/provinciale;;;rita ferenzena;via gilli, 3 38121;trento;0461/496000;0461/496950;circolo.coordinamento04@provincia.tn.it;;circolo.coordinamento04@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29348;institute
circolo di coordinamento n. 4;"scuola dell'infanzia di cimone ""mamma teresa""";;a carattere statale/provinciale;;;rita ferenzena;frazione petrolli, 37 38060;cimone;0461/855216;0461/496950;scuolainfanzia.cimone@scuole.provincia.tn.it;;circolo.coordinamento04@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29348;school
circolo di coordinamento n. 4;"scuola dell'infanzia di trento  ""torrione""";;a carattere statale/provinciale;;;rita ferenzena;via al torrione, 10 38122;trento;0461/232554;0461/496950;scuolainfanzia.torrione@scuole.provincia.tn.it;;circolo.coordinamento04@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29348;school
circolo di coordinamento n. 4;"scuola dell'infanzia di trento  mattarello  ""il castello""";;a carattere statale/provinciale;;;rita ferenzena;via del castel, 1/a 38123;trento;0461/945095;0461/496950;scuolainfanzia.mattarello@scuole.provincia.tn.it;;circolo.coordinamento04@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29348;school
circolo di coordinamento n. 4;"scuola dell'infanzia di trento  ravina  ""girotondo""";;a carattere statale/provinciale;;;rita ferenzena;via per belvedere, 8 38123;trento;0461/922216;0461/496950;scuolainfanzia.ravina@scuole.provincia.tn.it;;circolo.coordinamento04@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29348;school
circolo di coordinamento n. 4;"scuola dell'infanzia di trento  romagnano  ""gli gnomi del bosco""";;a carattere statale/provinciale;;;rita ferenzena;via delle prede, 2 38123;trento;0461/349153;0461/496950;scuolainfanzia.romagnano@scuole.provincia.tn.it;;circolo.coordinamento04@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29348;school
circolo di coordinamento n. 4;"scuola dell'infanzia di trento s.giuseppe ""maso ginocchio - collodi""";;a carattere statale/provinciale;;;rita ferenzena;via giusti, 56 38122;trento;0461/930042;0461/496950;scuolainfanzia.sangiuseppe@scuole.provincia.tn.it;;circolo.coordinamento04@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29348;school
circolo di coordinamento n. 5;;circolo di coordinamento pedagogico;a carattere statale/provinciale;;;martina bassetti;via gilli, 3 38121;trento;0461/496000;0461/497257;circolo.coordinamento05@provincia.tn.it;;circolo.coordinamento05@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29355;institute
circolo di coordinamento n. 5;scuola dell'infanzia di calavino;;a carattere statale/provinciale;;;martina bassetti;via pedrini - calavino, 28 38076;madruzzo;0461/564630;0461/497257;scuolainfanzia.calavino@scuole.provincia.tn.it;;circolo.coordinamento05@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29355;school
circolo di coordinamento n. 5;scuola dell'infanzia di lasino;;a carattere statale/provinciale;;;martina bassetti;via lagolo - lasino, 47 38076;madruzzo;0461/564600;0461/497257;scuolainfanzia.lasino@scuole.provincia.tn.it;;circolo.coordinamento05@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29355;school
circolo di coordinamento n. 5;scuola dell'infanzia di terlago;;a carattere statale/provinciale;;;martina bassetti;via degasperi - terlago, 7 38070;vallelaghi;0461/860304;0461/497257;scuolainfanzia.terlago@scuole.provincia.tn.it;;circolo.coordinamento05@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29355;school
circolo di coordinamento n. 5;"scuola dell'infanzia di trento  cadine  ""il melograno""";;a carattere statale/provinciale;;;martina bassetti;via di coltura, 3 38123;trento;0461/866302;0461/497257;scuolainfanzia.cadine@scuole.provincia.tn.it;;circolo.coordinamento05@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29355;school
