id;main institute;school;institute type;administration type;manager;director;educational coordinator;address;municipality;telephone;fax;institute email;management email;secretary's office email;website;miur code;vivoscuola institute link;entity;wikipedia municipality link;vivoscuola school link
70;circolo di coordinamento n. 1;scuola dell'infanzia di daiano-varena;;a carattere statale/provinciale;;;katia pegoretti;via mercato - varena, 22 38030;ville di fiemme;0462341301;0461/493495;scuolainfanzia.daianovarena@scuole.provincia.tn.it;;circolo.coordinamento01@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29288;school;https://it.wikipedia.org/wiki/Ville_di_Fiemme;https://www.vivoscuola.it/content/view/full/180180
71;circolo di coordinamento n. 1;"scuola dell'infanzia di fierozzo ""himblring""";;a carattere statale/provinciale;;;katia pegoretti;maso ronca, 9 38050;fierozzo;0461540044;0461/493495;scuolainfanzia.fierozzo@scuole.provincia.tn.it;;circolo.coordinamento01@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29288;school;https://it.wikipedia.org/wiki/Fierozzo;https://www.vivoscuola.it/content/view/full/29294
72;circolo di coordinamento n. 1;scuola dell'infanzia di miola di pinè;;a carattere statale/provinciale;;;katia pegoretti;via del dos di miola, 13 38042;baselga di piné;0461557950;0461/493495;scuolainfanzia.miola@scuole.provincia.tn.it;;circolo.coordinamento01@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29288;school;https://it.wikipedia.org/wiki/Baselga_di_Pin%C3%A9;https://www.vivoscuola.it/content/view/full/29295
73;circolo di coordinamento n. 1;scuola dell'infanzia di molina di fiemme;;a carattere statale/provinciale;;;katia pegoretti;via segherie, 64/c 38030;castello-molina di fiemme;0462230696;0461/493495;scuolainfanzia.molina@scuole.provincia.tn.it;;circolo.coordinamento01@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29288;school;https://it.wikipedia.org/wiki/Castello-Molina_di_Fiemme;https://www.vivoscuola.it/content/view/full/29296
74;circolo di coordinamento n. 1;scuola dell'infanzia di piazze;;a carattere statale/provinciale;;;katia pegoretti;via vittorino da feltre, 24 38043;bedollo;0461556518;0461/493495;scuolainfanzia.bedollo@scuole.provincia.tn.it;;circolo.coordinamento01@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29288;school;https://it.wikipedia.org/wiki/Bedollo;https://www.vivoscuola.it/content/view/full/29297
75;circolo di coordinamento n. 1;"scuola dell'infanzia di rizzolaga di pinè ""raggio di sole""";;a carattere statale/provinciale;;;katia pegoretti;frazione rizzolaga, 94 38042;baselga di piné;0461557629;0461/493495;scuolainfanzia.rizzolaga@scuole.provincia.tn.it;;circolo.coordinamento01@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29288;school;https://it.wikipedia.org/wiki/Baselga_di_Pin%C3%A9;https://www.vivoscuola.it/content/view/full/29298
76;circolo di coordinamento n. 1;"scuola dell'infanzia di s. orsola ""il girotondo""";;a carattere statale/provinciale;;;katia pegoretti;localita pintarei, 9 38050;sant'orsola terme;0461551163;0461/493495;scuolainfanzia.santorsola@scuole.provincia.tn.it;;circolo.coordinamento01@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29288;school;https://it.wikipedia.org/wiki/Sant%27Orsola_Terme;https://www.vivoscuola.it/content/view/full/29299
77;circolo di coordinamento n. 1;"scuola dell'infanzia di seregnano ""arcobaleno""";;a carattere statale/provinciale;;;katia pegoretti;via alla villa wolf - rovere, 4 38045;civezzano;0461858736;0461/493495;scuolainfanzia.seregnano@scuole.provincia.tn.it;;circolo.coordinamento01@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29288;school;https://it.wikipedia.org/wiki/Civezzano;https://www.vivoscuola.it/content/view/full/29300
78;circolo di coordinamento n. 10;;circolo di coordinamento pedagogico;a carattere statale/provinciale;;;ginevra rella;viale trento, 37/e 38068;rovereto;0464493114;0464/493115;circolo.coordinamento10@provincia.tn.it;;circolo.coordinamento10@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29302;institute;https://it.wikipedia.org/wiki/Rovereto;
79;circolo di coordinamento n. 10;scuola dell'infanzia di besenello;;a carattere statale/provinciale;;;ginevra rella;via vanzetti, 3 38060;besenello;0464834946;0464/493115;scuolainfanzia.besenello@scuole.provincia.tn.it;;circolo.coordinamento10@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29302;school;https://it.wikipedia.org/wiki/Besenello;https://www.vivoscuola.it/content/view/full/29303
80;circolo di coordinamento n. 10;"scuola dell'infanzia di calliano ""matite colorate""";;a carattere statale/provinciale;;;ginevra rella;via iii novembre, 33 38060;calliano;0464835165;0464/493115;scuolainfanzia.calliano@scuole.provincia.tn.it;;circolo.coordinamento10@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29302;school;https://it.wikipedia.org/wiki/Calliano_(Trentino-Alto_Adige);https://www.vivoscuola.it/content/view/full/29304
81;circolo di coordinamento n. 10;scuola dell'infanzia di isera;;a carattere statale/provinciale;;;ginevra rella;vicolo zandonai,   38060;isera;0464437292;0464/493115;scuolainfanzia.isera@scuole.provincia.tn.it;;circolo.coordinamento10@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29302;school;https://it.wikipedia.org/wiki/Isera;https://www.vivoscuola.it/content/view/full/29305
82;circolo di coordinamento n. 10;scuola dell'infanzia di nogaredo;;a carattere statale/provinciale;;;ginevra rella;via verdi, 38 38060;nogaredo;0464411244;0464/493115;scuolainfanzia.nogaredo@scuole.provincia.tn.it;;circolo.coordinamento10@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29302;school;https://it.wikipedia.org/wiki/Nogaredo;https://www.vivoscuola.it/content/view/full/29306
83;circolo di coordinamento n. 10;"scuola dell'infanzia di pomarolo  ""don rainoldi""";;a carattere statale/provinciale;;;ginevra rella;via g.b. adami, 10 38060;pomarolo;0464410211;0464/493115;scuolainfanzia.pomarolo@scuole.provincia.tn.it;;circolo.coordinamento10@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29302;school;https://it.wikipedia.org/wiki/Pomarolo;https://www.vivoscuola.it/content/view/full/29307
84;circolo di coordinamento n. 10;"scuola dell'infanzia di rovereto  s.ilario ""amici della scuola""";;a carattere statale/provinciale;;;ginevra rella;via monti, 4a 38068;rovereto;0464411901;0464/493115;scuolainfanzia.santilario@scuole.provincia.tn.it;;circolo.coordinamento10@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29302;school;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/29308
85;circolo di coordinamento n. 10;scuola dell'infanzia di rovereto brione;;a carattere statale/provinciale;;;ginevra rella;via puccini, 26 38068;rovereto;0464412892;0464/493115;scuolainfanzia.brione@scuole.provincia.tn.it;;circolo.coordinamento10@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29302;school;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/29309
86;circolo di coordinamento n. 10;"scuola dell'infanzia di rovereto rione nord ""mille colori""";;a carattere statale/provinciale;;;ginevra rella;via chiocchetti, 1 38068;rovereto;0464435355;0464/493115;scuolainfanzia.rionenord@scuole.provincia.tn.it;;circolo.coordinamento10@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29302;school;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/29310
87;circolo di coordinamento n. 11;;circolo di coordinamento pedagogico;a carattere statale/provinciale;;;simonetta errigo;via della gana, 10 38027;malé;0461491939;0461/491940;circolo.coordinamento11@provincia.tn.it;;circolo.coordinamento11@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29311;institute;https://it.wikipedia.org/wiki/Mal%C3%A9_(Italia);
88;circolo di coordinamento n. 11;scuola dell'infanzia di castelfondo;;a carattere statale/provinciale;;;simonetta errigo;via madonna pellegrina, 5 38020;borgo d'anaunia;0463889189;0461/491940;scuolainfanzia.castelfondo@scuole.provincia.tn.it;;circolo.coordinamento11@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29311;school;https://it.wikipedia.org/wiki/Borgo_d%27Anaunia;https://www.vivoscuola.it/content/view/full/29312
89;circolo di coordinamento n. 11;"scuola dell'infanzia di cavareno ""peter pan""";;a carattere statale/provinciale;;;simonetta errigo;via castelli, 1 38011;cavareno;0463832426;0461/491940;scuolainfanzia.cavareno@scuole.provincia.tn.it;;circolo.coordinamento11@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29311;school;https://it.wikipedia.org/wiki/Cavareno;https://www.vivoscuola.it/content/view/full/29313
90;circolo di coordinamento n. 11;scuola dell'infanzia di cogolo;;a carattere statale/provinciale;;;simonetta errigo;via roma, 83 38024;peio;0463754108;0461/491940;scuolainfanzia.cogolo@scuole.provincia.tn.it;;circolo.coordinamento11@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29311;school;https://it.wikipedia.org/wiki/Peio;https://www.vivoscuola.it/content/view/full/29314
91;circolo di coordinamento n. 11;"scuola dell'infanzia di livo ""battito d'ali""";;a carattere statale/provinciale;;;simonetta errigo;via marconi, 17 38020;livo;0463533522;0461/491940;scuolainfanzia.livo@scuole.provincia.tn.it;;circolo.coordinamento11@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29311;school;https://it.wikipedia.org/wiki/Livo_(Trentino-Alto_Adige);https://www.vivoscuola.it/content/view/full/29315
92;circolo di coordinamento n. 11;"scuola dell'infanzia di mezzana ""a. ravelli""";;a carattere statale/provinciale;;;simonetta errigo;via manzoni, 22 38020;mezzana;0463756018;0461/491940;scuolainfanzia.mezzana@scuole.provincia.tn.it;;circolo.coordinamento11@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29311;school;https://it.wikipedia.org/wiki/Mezzana;https://www.vivoscuola.it/content/view/full/29316
93;circolo di coordinamento n. 11;scuola dell'infanzia di mione rumo;;a carattere statale/provinciale;;;simonetta errigo;frazione mione, 54 38020;rumo;0463530420;0461/491940;scuolainfanzia.rumo@scuole.provincia.tn.it;;circolo.coordinamento11@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29311;school;https://it.wikipedia.org/wiki/Rumo;https://www.vivoscuola.it/content/view/full/29317
94;circolo di coordinamento n. 11;scuola dell'infanzia di monclassico;;a carattere statale/provinciale;;;simonetta errigo;via berera - monclassico, 6 38025;dimaro folgarida;0463974606;0461/491940;scuolainfanzia.monclassico@scuole.provincia.tn.it;;circolo.coordinamento11@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29311;school;https://it.wikipedia.org/wiki/Dimaro_Folgarida;https://www.vivoscuola.it/content/view/full/29318
95;circolo di coordinamento n. 11;"scuola dell'infanzia di pellizzano ""antonio bontempelli""";;a carattere statale/provinciale;;;simonetta errigo;via dei baschenis, 3 38020;pellizzano;0463751953;0461/491940;scuolainfanzia.pellizzano@scuole.provincia.tn.it;;circolo.coordinamento11@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29311;school;https://it.wikipedia.org/wiki/Pellizzano;https://www.vivoscuola.it/content/view/full/29320
96;circolo di coordinamento n. 11;scuola dell'infanzia di rabbi;;a carattere statale/provinciale;;;simonetta errigo;frazione pracorno, 98/b 38020;rabbi;0463902652;0461/491940;scuolainfanzia.rabbi@scuole.provincia.tn.it;;circolo.coordinamento11@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29311;school;https://it.wikipedia.org/wiki/Rabbi_(comune);https://www.vivoscuola.it/content/view/full/29321
97;circolo di coordinamento n. 11;"scuola dell'infanzia di romeno  ""città della gioia""";;a carattere statale/provinciale;;;simonetta errigo;via monsignor rosati, 6 38010;romeno;0463875195;0461/491940;scuolainfanzia.romeno@scuole.provincia.tn.it;;circolo.coordinamento11@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29311;school;https://it.wikipedia.org/wiki/Romeno_(Italia);https://www.vivoscuola.it/content/view/full/29322
98;circolo di coordinamento n. 11;scuola dell'infanzia di ruffrè;;a carattere statale/provinciale;;;simonetta errigo;maso lana, 3 38010;ruffré-mendola;0463870011;0461/491940;scuolainfanzia.ruffre@scuole.provincia.tn.it;;circolo.coordinamento11@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29311;school;https://it.wikipedia.org/wiki/Ruffr%C3%A9-Mendola;https://www.vivoscuola.it/content/view/full/29323
99;circolo di coordinamento n. 11;"scuola dell'infanzia di sarnonico ""giardino dei sogni""";;a carattere statale/provinciale;;;simonetta errigo;viale s lorenzo, 6 38011;sarnonico;0463831603;0461/491940;scuolainfanzia.sarnonico@scuole.provincia.tn.it;;circolo.coordinamento11@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29311;school;https://it.wikipedia.org/wiki/Sarnonico;https://www.vivoscuola.it/content/view/full/29324
100;circolo di coordinamento n. 11;"scuola dell'infanzia di terzolas ""caterina graifenberg""";;a carattere statale/provinciale;;;simonetta errigo;via kessler, 23 38027;terzolas;0463901977;0461/491940;scuolainfanzia.terzolas@scuole.provincia.tn.it;;circolo.coordinamento11@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29311;school;https://it.wikipedia.org/wiki/Terzolas;https://www.vivoscuola.it/content/view/full/29325
101;circolo di coordinamento n. 2;;circolo di coordinamento pedagogico;a carattere statale/provinciale;;;helene giacomelli;via temanza, 4 38051;borgo valsugana;0461491980;0461 491976;circolo.coordinamento02@provincia.tn.it;;circolo.coordinamento02@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29326;institute;https://it.wikipedia.org/wiki/Borgo_Valsugana;
102;circolo di coordinamento n. 2;scuola dell'infanzia di bieno;;a carattere statale/provinciale;;;helene giacomelli;via ammiraglio bettolo, 21 38050;bieno;0461596247;0461 491976;scuolainfanzia.bieno@scuole.provincia.tn.it;;circolo.coordinamento02@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29326;school;https://it.wikipedia.org/wiki/Bieno;https://www.vivoscuola.it/content/view/full/29327
103;circolo di coordinamento n. 2;scuola dell'infanzia di bosentino;;a carattere statale/provinciale;;;helene giacomelli;via alle scuole - bosentino, 12 38049;altopiano della vigolana;0461845133;0461 491976;scuolainfanzia.bosentino@scuole.provincia.tn.it;;circolo.coordinamento02@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29326;school;https://it.wikipedia.org/wiki/Altopiano_della_Vigolana;https://www.vivoscuola.it/content/view/full/29328
104;circolo di coordinamento n. 2;"scuola dell'infanzia di caldonazzo ""maria bambina""";;a carattere statale/provinciale;;;helene giacomelli;via asilo, 1 38052;caldonazzo;0461724658;0461 491976;scuolainfanzia.caldonazzo@scuole.provincia.tn.it;;circolo.coordinamento02@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29326;school;https://it.wikipedia.org/wiki/Caldonazzo;https://www.vivoscuola.it/content/view/full/180181
105;circolo di coordinamento n. 2;"scuola dell'infanzia di canal san bovo ""lausen""";;a carattere statale/provinciale;;;helene giacomelli;localita lausen, 13 38050;canal san bovo;0439718979;0461 491976;scuolainfanzia.canalsanbovo@scuole.provincia.tn.it;;circolo.coordinamento02@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29326;school;https://it.wikipedia.org/wiki/Canal_San_Bovo;https://www.vivoscuola.it/content/view/full/29329
106;circolo di coordinamento n. 2;scuola dell'infanzia di castello tesino;;a carattere statale/provinciale;;;helene giacomelli;via venezia, 16/a 38053;castello tesino;0461593023;0461 491976;scuolainfanzia.castellotesino@scuole.provincia.tn.it;;circolo.coordinamento02@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29326;school;https://it.wikipedia.org/wiki/Castello_Tesino;https://www.vivoscuola.it/content/view/full/29330
107;circolo di coordinamento n. 2;scuola dell'infanzia di centa san nicolò;;a carattere statale/provinciale;;;helene giacomelli;via dei campi - centa san nicolo, 14 38049;altopiano della vigolana;0461722120;0461 491976;scuolainfanzia.centa@scuole.provincia.tn.it;;circolo.coordinamento02@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29326;school;https://it.wikipedia.org/wiki/Altopiano_della_Vigolana;https://www.vivoscuola.it/content/view/full/29331
108;circolo di coordinamento n. 2;scuola dell'infanzia di imer;;a carattere statale/provinciale;;;helene giacomelli;via nazionale, 71 38050;imer;043967668;0461 491976;scuolainfanzia.imer@scuole.provincia.tn.it;;circolo.coordinamento02@provincia.tn.it;;;https://www.vivoscuola.it/content/view/full/29326;school;https://it.wikipedia.org/wiki/Imer;https://www.vivoscuola.it/content/view/full/29332
